unidade;ano;mes;setor_saida;mp_por_setor_de_saida
CSSI;2023;10;CLINICA MEDICA ALA A;8,6875
CSSI;2023;10;CLÍNICA MÉDICA ALA C;6,96969696969697
CSSI;2023;10;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;19,22222222222222
CSSI;2023;10;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2,0
CSSI;2023;10;UNIDADES DE CUIDADOS PROLONGADOS - UCP;33,72727272727273
CSSI;2023;11;CLINICA MEDICA ALA A;3,7142857142857144
CSSI;2023;11;CLÍNICA MÉDICA ALA B;39,0
CSSI;2023;11;CLÍNICA MÉDICA ALA C;7,09375
CSSI;2023;11;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;23,88888888888889
CSSI;2023;11;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;6,0
CSSI;2023;11;UNIDADES DE CUIDADOS PROLONGADOS - UCP;69,08333333333333
CSSI;2023;12;CLINICA MEDICA ALA A;10,0
CSSI;2023;12;CLÍNICA MÉDICA ALA B;5,0
CSSI;2023;12;CLÍNICA MÉDICA ALA C;7,27906976744186
CSSI;2023;12;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;12,0
CSSI;2023;12;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;16,0
CSSI;2023;12;UNIDADES DE CUIDADOS PROLONGADOS - UCP;47,92857142857143
CSSI;2024;1;CLINICA MEDICA ALA A;6,884615384615385
CSSI;2024;1;CLÍNICA MÉDICA ALA C;4,486486486486487
CSSI;2024;1;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;18,0
CSSI;2024;1;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;0,0
CSSI;2024;1;UNIDADES DE CUIDADOS PROLONGADOS - UCP;37,285714285714285
CSSI;2024;2;CLINICA MEDICA ALA A;5,46875
CSSI;2024;2;CLÍNICA MÉDICA ALA B;10,0
CSSI;2024;2;CLÍNICA MÉDICA ALA C;4,829268292682927
CSSI;2024;2;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;13,692307692307692
CSSI;2024;2;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;6,666666666666667
CSSI;2024;2;UNIDADES DE CUIDADOS PROLONGADOS - UCP;66,3076923076923
CSSI;2024;3;CLINICA MEDICA ALA A;3,8484848484848486
CSSI;2024;3;CLÍNICA MÉDICA ALA B;4,0
CSSI;2024;3;CLÍNICA MÉDICA ALA C;6,068181818181818
CSSI;2024;3;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;50,333333333333336
CSSI;2024;3;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;3,0
CSSI;2024;3;UNIDADES DE CUIDADOS PROLONGADOS - UCP;49,6
CSSI;2024;4;CLINICA MEDICA ALA A;8,333333333333334
CSSI;2024;4;CLÍNICA MÉDICA ALA B;7,0
CSSI;2024;4;CLÍNICA MÉDICA ALA C;4,695652173913044
CSSI;2024;4;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;22,8
CSSI;2024;4;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;3,5
CSSI;2024;4;UNIDADES DE CUIDADOS PROLONGADOS - UCP;44,214285714285715
CSSI;2024;5;CLINICA MEDICA ALA A;5,6
CSSI;2024;5;CLÍNICA MÉDICA ALA B;15,0
CSSI;2024;5;CLÍNICA MÉDICA ALA C;4,565217391304348
CSSI;2024;5;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;13,166666666666666
CSSI;2024;5;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;43,0
CSSI;2024;5;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;3,0
CSSI;2024;5;UNIDADES DE CUIDADOS PROLONGADOS - UCP;38,888888888888886
CSSI;2024;6;CLÍNICA MÉDICA ALA B;6,0
CSSI;2024;6;CLÍNICA MÉDICA ALA C;4,75
CSSI;2024;6;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;14,0
CSSI;2024;6;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;65,33333333333333
CSSI;2024;6;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;11,0
CSSI;2024;6;UNIDADES DE CUIDADOS PROLONGADOS - UCP;32,4375
CSSI;2024;7;CLÍNICA MÉDICA ALA B;6,0
CSSI;2024;7;CLÍNICA MÉDICA ALA C;6,5476190476190474
CSSI;2024;7;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;21,3
CSSI;2024;7;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;21,857142857142858
CSSI;2024;7;UNIDADES DE CUIDADOS PROLONGADOS - UCP;25,11111111111111
CSSI;2024;8;CLÍNICA MÉDICA ALA B;3,5
CSSI;2024;8;CLÍNICA MÉDICA ALA C;7,28
CSSI;2024;8;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;15,545454545454545
CSSI;2024;8;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;31,444444444444443
CSSI;2024;8;UNIDADES DE CUIDADOS PROLONGADOS - UCP;33,4375
CSSI;2024;9;CLÍNICA MÉDICA ALA C;5,53125
CSSI;2024;9;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;16,714285714285715
CSSI;2024;9;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;16,4
CSSI;2024;9;UNIDADES DE CUIDADOS PROLONGADOS - UCP;40,05555555555556
CSSI;2024;10;CLÍNICA MÉDICA ALA B;18,0
CSSI;2024;10;CLÍNICA MÉDICA ALA C;5,190476190476191
CSSI;2024;10;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;24,428571428571427
CSSI;2024;10;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;43,8
CSSI;2024;10;UNIDADES DE CUIDADOS PROLONGADOS - UCP;41,0
CSSI;2024;11;CLÍNICA MÉDICA ALA B;3,5
CSSI;2024;11;CLÍNICA MÉDICA ALA C;5,528301886792453
CSSI;2024;11;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;11,285714285714286
CSSI;2024;11;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;18,11111111111111
CSSI;2024;11;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;0,0
CSSI;2024;11;UNIDADES DE CUIDADOS PROLONGADOS - UCP;42,666666666666664
CSSI;2024;12;CLÍNICA MÉDICA ALA C;4,915254237288136
CSSI;2024;12;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;33,57142857142857
CSSI;2024;12;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;21,2
CSSI;2024;12;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;1,0
CSSI;2024;12;UNIDADES DE CUIDADOS PROLONGADOS - UCP;62,9
CSSI;2025;1;CLÍNICA MÉDICA ALA C;7,318181818181818
CSSI;2025;1;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;17,0
CSSI;2025;1;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;29,75
CSSI;2025;1;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;6,333333333333333
CSSI;2025;1;UNIDADES DE CUIDADOS PROLONGADOS - UCP;73,27272727272727
CSSI;2025;2;CLÍNICA MÉDICA ALA B;9,666666666666666
CSSI;2025;2;CLÍNICA MÉDICA ALA C;5,7073170731707314
CSSI;2025;2;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;19,666666666666668
CSSI;2025;2;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;18,2
CSSI;2025;2;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;10,0
CSSI;2025;2;UNIDADES DE CUIDADOS PROLONGADOS - UCP;48,0
CSSI;2025;3;CLÍNICA MÉDICA ALA C;7,111111111111111
CSSI;2025;3;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;11,333333333333334
CSSI;2025;3;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;16,0
CSSI;2025;3;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;7,666666666666667
CSSI;2025;3;UNIDADES DE CUIDADOS PROLONGADOS - UCP;62,22222222222222
CSSI;2025;4;CLÍNICA MÉDICA ALA C;5,782608695652174
CSSI;2025;4;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;18,285714285714285
CSSI;2025;4;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;52,166666666666664
CSSI;2025;4;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;5,5
CSSI;2025;4;UNIDADES DE CUIDADOS PROLONGADOS - UCP;84,14285714285714
CSSI;2025;5;CLÍNICA MÉDICA ALA C;4,9523809523809526
CSSI;2025;5;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;13,25
CSSI;2025;5;UNIDADES DE CUIDADOS PROLONGADOS - UCP;69,81818181818181
CSSI;2025;6;CLINICA MEDICA ALA A;5,6
CSSI;2025;6;CLÍNICA MÉDICA ALA C;5,111111111111111
CSSI;2025;6;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;22,625
CSSI;2025;6;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;30,5
CSSI;2025;6;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;5,0
CSSI;2025;6;UNIDADES DE CUIDADOS PROLONGADOS - UCP;33,6
CSSI;2025;7;CLINICA MEDICA ALA A;6,181818181818182
CSSI;2025;7;CLÍNICA MÉDICA ALA B;14,0
CSSI;2025;7;CLÍNICA MÉDICA ALA C;5,411764705882353
CSSI;2025;7;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;27,833333333333332
CSSI;2025;7;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;36,166666666666664
CSSI;2025;7;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;10,0
CSSI;2025;7;UNIDADES DE CUIDADOS PROLONGADOS - UCP;120,125
CSSI;2025;8;CLINICA MEDICA ALA A;8,066666666666666
CSSI;2025;8;CLÍNICA MÉDICA ALA B;5,0
CSSI;2025;8;CLÍNICA MÉDICA ALA C;4,866666666666666
CSSI;2025;8;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;11,0
CSSI;2025;8;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;27,555555555555557
CSSI;2025;8;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;1,3333333333333333
CSSI;2025;8;UNIDADES DE CUIDADOS PROLONGADOS - UCP;55,0
CSSI;2025;9;CLINICA MEDICA ALA A;5,7
CSSI;2025;9;CLÍNICA MÉDICA ALA C;6,304347826086956
CSSI;2025;9;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;11,0
CSSI;2025;9;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;29,11111111111111
CSSI;2025;9;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;5,333333333333333
CSSI;2025;9;UNIDADES DE CUIDADOS PROLONGADOS - UCP;112,44444444444444
CSSI;2025;10;CLINICA MEDICA ALA A;4,0
CSSI;2025;10;CLÍNICA MÉDICA ALA C;4,930232558139535
CSSI;2025;10;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;17,666666666666668
CSSI;2025;10;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;22,6
CSSI;2025;10;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;5,333333333333333
CSSI;2025;10;UNIDADES DE CUIDADOS PROLONGADOS - UCP;58,888888888888886
CSSI;2025;11;CLINICA MEDICA ALA A;13,777777777777779
CSSI;2025;11;CLÍNICA MÉDICA ALA B;13,0
CSSI;2025;11;CLÍNICA MÉDICA ALA C;7,580645161290323
CSSI;2025;11;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;22,88888888888889
CSSI;2025;11;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;22,75
CSSI;2025;11;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;95,5
CSSI;2025;11;UNIDADES DE CUIDADOS PROLONGADOS - UCP;34,0
CSSI;2025;12;CLINICA MEDICA ALA A;10,666666666666666
CSSI;2025;12;CLÍNICA MÉDICA ALA B;13,333333333333334
CSSI;2025;12;CLÍNICA MÉDICA ALA C;6,054054054054054
CSSI;2025;12;UNIDADE DE CUIDADOS PROLONGADOS - ALA A;20,0
CSSI;2025;12;UNIDADE DE CUIDADOS PROLONGADOS - ALA B;26,0
CSSI;2025;12;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;3,0
CSSI;2025;12;UNIDADES DE CUIDADOS PROLONGADOS - UCP;40,5
HAC;2022;1;AMBULATORIO - ESPECIALIDADES;17,5
HAC;2022;1;QUIMIOTERAPIA;9,0
HAC;2022;1;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,442622950819672
HAC;2022;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,23134328358209
HAC;2022;1;UTI - ADULTO;10,0
HAC;2022;2;AMBULATORIO - ESPECIALIDADES;4,0
HAC;2022;2;QUIMIOTERAPIA;5,0
HAC;2022;2;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,405063291139241
HAC;2022;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,21
HAC;2022;2;UTI - ADULTO;5,75
HAC;2022;3;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,829545454545454
HAC;2022;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,009708737864077
HAC;2022;3;UTI - ADULTO;9,833333333333334
HAC;2022;4;AMBULATORIO - ESPECIALIDADES;8,666666666666666
HAC;2022;4;QUIMIOTERAPIA;2,0
HAC;2022;4;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,488888888888889
HAC;2022;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,179245283018869
HAC;2022;4;UTI - ADULTO;87,28571428571429
HAC;2022;5;AMBULATORIO - ESPECIALIDADES;4,5
HAC;2022;5;AMBULATORIO DE ONCOLOGIA CLINICA;8,5
HAC;2022;5;QUIMIOTERAPIA;9,5
HAC;2022;5;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,586206896551724
HAC;2022;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,9
HAC;2022;5;UTI - ADULTO;25,384615384615383
HAC;2022;6;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,119658119658119
HAC;2022;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,242424242424242
HAC;2022;6;UTI - ADULTO;10,125
HAC;2022;7;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;5,523809523809524
HAC;2022;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,925373134328358
HAC;2022;7;UTI - ADULTO;13,166666666666666
HAC;2022;8;AMBULATORIO - ESPECIALIDADES;7,0
HAC;2022;8;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;4,928571428571429
HAC;2022;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,722222222222221
HAC;2022;8;UTI - ADULTO;10,8
HAC;2022;9;AMBULATORIO - ESPECIALIDADES;2,6
HAC;2022;9;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;5,071428571428571
HAC;2022;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,066666666666666
HAC;2022;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,337349397590362
HAC;2022;9;UTI - ADULTO;10,714285714285714
HAC;2022;10;AMBULATORIO - ESPECIALIDADES;4,0
HAC;2022;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,264462809917355
HAC;2022;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,79646017699115
HAC;2022;10;UTI - ADULTO;18,5
HAC;2022;11;AMBULATORIO - ESPECIALIDADES;0,0
HAC;2022;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,56989247311828
HAC;2022;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,955555555555556
HAC;2022;11;UTI - ADULTO;22,363636363636363
HAC;2022;12;AMBULATORIO - ESPECIALIDADES;3,0
HAC;2022;12;QUIMIOTERAPIA;18,0
HAC;2022;12;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,990825688073395
HAC;2022;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,511811023622048
HAC;2022;12;UTI - ADULTO;20,0
HAC;2023;1;AMBULATORIO - ESPECIALIDADES;0,0
HAC;2023;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;6,5638297872340425
HAC;2023;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,009803921568627
HAC;2023;1;UTI - ADULTO;12,571428571428571
HAC;2023;2;AMBULATORIO - ESPECIALIDADES;1,0
HAC;2023;2;AMBULATORIO DE ONCOLOGIA CLINICA;4,0
HAC;2023;2;QUIMIOTERAPIA;4,5
HAC;2023;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,912280701754386
HAC;2023;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,282828282828282
HAC;2023;2;UTI - ADULTO;13,428571428571429
HAC;2023;3;AMBULATORIO DE ONCOLOGIA CLINICA;9,0
HAC;2023;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,02906976744186
HAC;2023;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;13,034782608695652
HAC;2023;3;UTI - ADULTO;13,2
HAC;2023;4;QUIMIOTERAPIA;1,0
HAC;2023;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,842105263157895
HAC;2023;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,282051282051283
HAC;2023;4;UTI - ADULTO;13,0
HAC;2023;5;AMBULATORIO - ESPECIALIDADES;7,0
HAC;2023;5;QUIMIOTERAPIA;1,0
HAC;2023;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,513888888888889
HAC;2023;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,80373831775701
HAC;2023;5;UTI - ADULTO;12,416666666666666
HAC;2023;6;QUIMIOTERAPIA;5,0
HAC;2023;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,2727272727272725
HAC;2023;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,663716814159292
HAC;2023;6;UTI - ADULTO;13,222222222222221
HAC;2023;7;AMBULATORIO DE ONCOLOGIA CLINICA;1,0
HAC;2023;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,00625
HAC;2023;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,66
HAC;2023;7;UTI - ADULTO;22,1
HAC;2023;8;AMBULATORIO - ESPECIALIDADES;2,0
HAC;2023;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,530864197530864
HAC;2023;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,0
HAC;2023;8;UTI - ADULTO;22,846153846153847
HAC;2023;9;AMBULATORIO - ESPECIALIDADES;5,0
HAC;2023;9;AMBULATORIO DE ONCOLOGIA CLINICA;1,0
HAC;2023;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,181159420289855
HAC;2023;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,0
HAC;2023;9;UTI - ADULTO;18,125
HAC;2023;10;AMBULATORIO - ESPECIALIDADES;4,0
HAC;2023;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,9605263157894735
HAC;2023;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,983193277310924
HAC;2023;10;UTI - ADULTO;17,4
HAC;2023;11;AMBULATORIO - ESPECIALIDADES;11,0
HAC;2023;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,297520661157025
HAC;2023;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;12,174757281553399
HAC;2023;11;UTI - ADULTO;22,0
HAC;2023;12;AMBULATORIO - ESPECIALIDADES;7,5
HAC;2023;12;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,440559440559441
HAC;2023;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,508928571428571
HAC;2023;12;UTI - ADULTO;14,5
HAC;2024;1;AMBULATORIO - ESPECIALIDADES;4,0
HAC;2024;1;QUIMIOTERAPIA;5,0
HAC;2024;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,669421487603306
HAC;2024;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,765151515151516
HAC;2024;1;UTI - ADULTO;29,571428571428573
HAC;2024;2;AMBULATORIO - ESPECIALIDADES;2,0
HAC;2024;2;AMBULATORIO DE ONCOLOGIA CLINICA;1,0
HAC;2024;2;QUIMIOTERAPIA;9,0
HAC;2024;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2,3181818181818183
HAC;2024;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,422818791946309
HAC;2024;2;UTI - ADULTO;19,0
HAC;2024;3;AMBULATORIO - ESPECIALIDADES;29,333333333333332
HAC;2024;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,4768211920529803
HAC;2024;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,850340136054422
HAC;2024;3;UTI - ADULTO;33,166666666666664
HAC;2024;4;AMBULATORIO - ESPECIALIDADES;7,0
HAC;2024;4;QUIMIOTERAPIA;6,0
HAC;2024;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,880281690140845
HAC;2024;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;7,676470588235294
HAC;2024;4;UTI - ADULTO;6,222222222222222
HAC;2024;5;AMBULATORIO - ESPECIALIDADES;8,0
HAC;2024;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,8444444444444446
HAC;2024;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,654545454545454
HAC;2024;5;UTI - ADULTO;18,9
HAC;2024;6;AMBULATORIO - ESPECIALIDADES;1,0
HAC;2024;6;QUIMIOTERAPIA;1,0
HAC;2024;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,579710144927536
HAC;2024;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,814814814814815
HAC;2024;6;UTI - ADULTO;18,0
HAC;2024;7;AMBULATORIO - ESPECIALIDADES;6,5
HAC;2024;7;AMBULATORIO DE ONCOLOGIA CLINICA;7,0
HAC;2024;7;QUIMIOTERAPIA;6,0
HAC;2024;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,6611570247933884
HAC;2024;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;11,120253164556962
HAC;2024;7;UTI - ADULTO;14,0
HAC;2024;8;AMBULATORIO - ESPECIALIDADES;6,0
HAC;2024;8;AMBULATORIO DE ONCOLOGIA CLINICA;8,0
HAC;2024;8;QUIMIOTERAPIA;24,0
HAC;2024;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2,925373134328358
HAC;2024;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,60919540229885
HAC;2024;8;UTI - ADULTO;13,666666666666666
HAC;2024;9;AMBULATORIO - ESPECIALIDADES;2,0
HAC;2024;9;AMBULATORIO DE ONCOLOGIA ESPECIALIDADES;19,0
HAC;2024;9;QUIMIOTERAPIA;2,0
HAC;2024;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,2253521126760565
HAC;2024;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;10,262773722627736
HAC;2024;9;UTI - ADULTO;18,0
HAC;2024;10;QUIMIOTERAPIA;4,0
HAC;2024;10;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,537974683544304
HAC;2024;10;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,71069182389937
HAC;2024;10;UTI - ADULTO;17,833333333333332
HAC;2024;11;AMBULATORIO DE ONCOLOGIA ESPECIALIDADES;12,0
HAC;2024;11;QUIMIOTERAPIA;5,25
HAC;2024;11;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,44
HAC;2024;11;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,975609756097562
HAC;2024;11;UTI - ADULTO;16,0
HAC;2024;12;AMBULATORIO - ESPECIALIDADES;3,5
HAC;2024;12;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,0638297872340425
HAC;2024;12;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,375
HAC;2024;12;UTI - ADULTO;17,5
HAC;2025;1;AMBULATORIO DE ONCOLOGIA CLINICA;14,0
HAC;2025;1;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,480916030534351
HAC;2025;1;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,977401129943503
HAC;2025;1;UTI - ADULTO;30,333333333333332
HAC;2025;2;AMBULATORIO - ESPECIALIDADES;7,0
HAC;2025;2;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,4954128440366974
HAC;2025;2;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,756410256410257
HAC;2025;2;UTI - ADULTO;7,625
HAC;2025;3;AMBULATORIO - ESPECIALIDADES;32,0
HAC;2025;3;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,932773109243698
HAC;2025;3;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,207070707070708
HAC;2025;3;UTI - ADULTO;11,2
HAC;2025;4;AMBULATORIO - ESPECIALIDADES;5,0
HAC;2025;4;AMBULATORIO DE ONCOLOGIA ESPECIALIDADES;6,0
HAC;2025;4;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,553956834532374
HAC;2025;4;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,1
HAC;2025;4;UTI - ADULTO;22,714285714285715
HAC;2025;5;AMBULATORIO DE ONCOLOGIA CLINICA;9,0
HAC;2025;5;QUIMIOTERAPIA;12,0
HAC;2025;5;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;3,7295081967213113
HAC;2025;5;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,421052631578947
HAC;2025;5;UTI - ADULTO;22,642857142857142
HAC;2025;6;AMBULATORIO - ESPECIALIDADES;7,0
HAC;2025;6;QUIMIOTERAPIA;1,0
HAC;2025;6;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,327868852459017
HAC;2025;6;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,727272727272727
HAC;2025;6;UTI - ADULTO;13,0
HAC;2025;7;AMBULATORIO - ESPECIALIDADES;4,333333333333333
HAC;2025;7;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;4,693069306930693
HAC;2025;7;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;9,44392523364486
HAC;2025;7;UTI - ADULTO;25,375
HAC;2025;8;AMBULATORIO - ESPECIALIDADES;2,0
HAC;2025;8;AMBULATORIO DE ONCOLOGIA CLINICA;9,25
HAC;2025;8;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,223140495867769
HAC;2025;8;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,335260115606937
HAC;2025;8;UTI - ADULTO;19,833333333333332
HAC;2025;9;AMBULATORIO - ESPECIALIDADES;12,0
HAC;2025;9;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;5,113207547169812
HAC;2025;9;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;8,441025641025641
HAC;2025;9;UTI - ADULTO;12,375
HAC;2025;10;AMBULATORIO DE ONCOLOGIA CLINICA;7,0
